roi,geometry,landsat_total,landsat_success,landsat_failed,modis_total,modis_success,modis_failed,imagery_downloaded
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C2,"{'type': 'Polygon', 'coordinates': [[[-108.81001627554211, 39.54831492501672], [-108.76642511060602, 39.53996522298494], [-108.7555973349229, 39.57357367858823], [-108.79918845767064, 39.58191934738289], [-108.81001627554211, 39.54831492501672]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C3,"{'type': 'Polygon', 'coordinates': [[[-108.76642511060602, 39.53996522298494], [-108.72283408436543, 39.53161451260718], [-108.71200618880242, 39.565227019365494], [-108.7555973349229, 39.57357367858823], [-108.76642511060602, 39.53996522298494]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C4,"{'type': 'Polygon', 'coordinates': [[[-108.72283408436543, 39.53161451260718], [-108.67924291160706, 39.523262794717354], [-108.66841509664108, 39.55687938637537], [-108.71200618880242, 39.565227019365494], [-108.72283408436543, 39.53161451260718]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C5,"{'type': 'Polygon', 'coordinates': [[[-108.67924291160706, 39.523262794717354], [-108.63565185096998, 39.51491005575909], [-108.624824045204, 39.548530735150614], [-108.66841509664108, 39.55687938637537], [-108.67924291160706, 39.523262794717354]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C6,"{'type': 'Polygon', 'coordinates': [[[-108.63565185096998, 39.51491005575909], [-108.59206070806253, 39.50655635737975], [-108.58123293074324, 39.54018103601373], [-108.624824045204, 39.548530735150614], [-108.63565185096998, 39.51491005575909]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C7,"{'type': 'Polygon', 'coordinates': [[[-108.59206070806253, 39.50655635737975], [-108.54846965100488, 39.498201624867946], [-108.53764183080277, 39.53183038165086], [-108.58123293074324, 39.54018103601373], [-108.59206070806253, 39.50655635737975]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C8,"{'type': 'Polygon', 'coordinates': [[[-108.54846965100488, 39.498201624867946], [-108.50487848561338, 39.48984591949906], [-108.49405073239383, 39.523478650967064], [-108.53764183080277, 39.53183038165086], [-108.54846965100488, 39.498201624867946]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C9,"{'type': 'Polygon', 'coordinates': [[[-108.50487848561338, 39.48984591949906], [-108.46128738013078, 39.48148924280511], [-108.4504596226114, 39.5151260278159], [-108.49405073239383, 39.523478650967064], [-108.50487848561338, 39.48984591949906]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C10,"{'type': 'Polygon', 'coordinates': [[[-108.46128738013078, 39.48148924280511], [-108.41769632169014, 39.47313147344261], [-108.40686848863515, 39.50677231454701], [-108.4504596226114, 39.5151260278159], [-108.46128738013078, 39.48148924280511]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C11,"{'type': 'Polygon', 'coordinates': [[[-108.41769632169014, 39.47313147344261], [-108.37410520696896, 39.46477273372235], [-108.3632774082676, 39.49841760379866], [-108.40686848863515, 39.50677231454701], [-108.41769632169014, 39.47313147344261]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C12,"{'type': 'Polygon', 'coordinates': [[[-108.37410520696896, 39.46477273372235], [-108.33051411383435, 39.4564130399744], [-108.31968627829973, 39.490061941441944], [-108.3632774082676, 39.49841760379866], [-108.37410520696896, 39.46477273372235]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/C13,"{'type': 'Polygon', 'coordinates': [[[-108.33051411383435, 39.4564130399744], [-108.28692302967667, 39.4480522704396], [-108.27609517668385, 39.481705267386126], [-108.31968627829973, 39.490061941441944], [-108.33051411383435, 39.4564130399744]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/B1,"{'type': 'Polygon', 'coordinates': [[[-108.84277957040933, 39.59026399398457], [-108.79918845767064, 39.58191934738289], [-108.78836066925753, 39.615507499420595], [-108.83195175422584, 39.62384810267113], [-108.84277957040933, 39.59026399398457]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/B2,"{'type': 'Polygon', 'coordinates': [[[-108.79918845767064, 39.58191934738289], [-108.7555973349229, 39.57357367858823], [-108.74476950282576, 39.60716587686835], [-108.78836066925753, 39.615507499420595], [-108.79918845767064, 39.58191934738289]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/B3,"{'type': 'Polygon', 'coordinates': [[[-108.7555973349229, 39.57357367858823], [-108.71200618880242, 39.565227019365494], [-108.70117842285708, 39.598823236518506], [-108.74476950282576, 39.60716587686835], [-108.7555973349229, 39.57357367858823]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/B4,"{'type': 'Polygon', 'coordinates': [[[-108.71200618880242, 39.565227019365494], [-108.66841509664108, 39.55687938637537], [-108.65758732543537, 39.590479625204516], [-108.70117842285708, 39.598823236518506], [-108.71200618880242, 39.565227019365494]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/B5,"{'type': 'Polygon', 'coordinates': [[[-108.66841509664108, 39.55687938637537], [-108.624824045204, 39.548530735150614], [-108.61399619736976, 39.582134998369135], [-108.65758732543537, 39.590479625204516], [-108.66841509664108, 39.55687938637537]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/A3,"{'type': 'Polygon', 'coordinates': [[[-108.74476950282576, 39.60716587686835], [-108.70117842285708, 39.598823236518506], [-108.69035060646222, 39.63240324633273], [-108.73394170613564, 39.64074177875046], [-108.74476950282576, 39.60716587686835]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/A4,"{'type': 'Polygon', 'coordinates': [[[-108.70117842285708, 39.598823236518506], [-108.65758732543537, 39.590479625204516], [-108.64675950856265, 39.62406365459295], [-108.69035060646222, 39.63240324633273], [-108.70117842285708, 39.598823236518506]]]}",,,,,,,
projects/rangelands-explo-1571664594580/assets/Ranches/HLR/A5,"{'type': 'Polygon', 'coordinates': [[[-108.65758732543537, 39.590479625204516], [-108.61399619736976, 39.582134998369135], [-108.60316839925837, 39.6157231112051], [-108.64675950856265, 39.62406365459295], [-108.65758732543537, 39.590479625204516]]]}",,,,,,,
